id	tweet	subtask_a	subtask_b	subtask_c
96972	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12. URL	NOT	NULL	NULL
33642	@USER Lol you are representing your case well 😛  I'm gonna give call to my lawyer Matt Murdock.  Wait don't say he isn't coming back .😪	NOT	NULL	NULL
45922	"@USER @USER @USER Of course. Self defense. The well-known standing someone else's ground"" rule. She was the only one armed, the one entering his property, the one starting the interaction, how the actual fuck is it self defense? Seriously dude, don't you have a cross to burn or something?"""	NOT	NULL	NULL
89453	@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That	OFF	TIN	IND
22946	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!	OFF	TIN	GRP
89440	@USER @USER @USER watch it again. For crying out loud he is talking about Joe within the first few minutes.	NOT	NULL	NULL
75611	@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...	OFF	UNT	NULL
88594	@USER It's been up since Sunday night. He is a sloth.	OFF	TIN	IND
40317	@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL	OFF	UNT	NULL
55619	@USER You are awesome! I am so thankful I know you!	NOT	NULL	NULL
53551	@USER @USER Bitch shut up he building his self esteem	OFF	TIN	IND
24797	@USER @USER @USER @USER @USER This hand signal is used by ignorant people as a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberals.  We should ignore both because displays of ignorance and hatefulness don’t deserve our time and attention.	OFF	UNT	NULL
50046	@USER Doesn't any remember John McEnroe?  What's wrong with people today?	NOT	NULL	NULL
46987	#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL	OFF	TIN	GRP
97760	@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday	OFF	TIN	OTH
93497	@USER I thought this was more Antifa training at first...😉	NOT	NULL	NULL
76966	@USER Good thinking	NOT	NULL	NULL
80216	@USER It's a political hit job gleefully pushed by #FakeNews @USER  and their puppet little Jimmy @USER Liberals always finding new lows!!!	NOT	NULL	NULL
81704	@USER @USER Isn’t that the Amazon bitch from Antifa?	OFF	TIN	IND
39732	@USER She is very beautiful also her hair.	NOT	NULL	NULL
57305	@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?	OFF	TIN	IND
43432	@USER @USER Neither do conservatives with May at the helm	NOT	NULL	NULL
42770	"@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees.""  Except it was an internal email. How is that a dog whistle?"""	NOT	NULL	NULL
38438	#Democracy doesn't have a finishing point @USER &amp; @USER !  It is an ongoing process! URL	NOT	NULL	NULL
87737	@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control	OFF	TIN	GRP
95718	@USER Hillary is a good reason to keep the electoral college.	NOT	NULL	NULL
73093	@USER Crazy man😂	NOT	NULL	NULL
74916	...by marginalizing conservatives politically (not civically) for a generation. Relegated to minority status. Ideas thoroughly disproven and ignored.	NOT	NULL	NULL
28821	@USER @USER About 1/3 of the conservatives I know are pro LGBTQ.	NOT	NULL	NULL
80360	@USER @USER Yes sir!	NOT	NULL	NULL
50771	@USER He is a beast	OFF	TIN	IND
48414	Canada Spiralling Out of Control URL #trudeau #qanon #cbc #maga #ctv #bbc #tcot	NOT	NULL	NULL
14411	@USER @USER I will retweet anything to do with the terrorists that call themselves antifa	NOT	NULL	NULL
28248	@USER You are all brothers	NOT	NULL	NULL
59342	@USER @USER @USER Did you even read the article in the link?	NOT	NULL	NULL
51258	@USER @USER The NFL is still a thing?	NOT	NULL	NULL
60966	You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL	OFF	TIN	IND
92369	@USER You are too kind sweetie x	NOT	NULL	NULL
42087	@USER The off and on gun control debate starts again.	NOT	NULL	NULL
45019	@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots	OFF	TIN	GRP
44213	"@USER inb4 antifa isn't an extremist group!"" Source: ""Antifa: The Anti-Fascist Handbook"" by Mark Bray URL"	NOT	NULL	NULL
84724	@USER Fool on the Hill !	OFF	TIN	IND
98631	@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.	OFF	TIN	GRP
80795	@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂	NOT	NULL	NULL
16691	@USER @USER the nose distracts from the news	OFF	TIN	IND
56181	@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!	OFF	TIN	GRP
54436	@USER Buh Buh snowFlake	NOT	NULL	NULL
96139	@USER You are TRIPPIN. Stop jumping to conclusions.	OFF	TIN	IND
93515	@USER @USER @USER @USER @USER @USER actualy im pretty sure if you banned all guns that would definitely stop criminals from getting them.  But no one wants to do that. but by your logic aren't Gun Control laws better than not having gun control laws?	NOT	NULL	NULL
71104	@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”	OFF	TIN	IND
11020	@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity	OFF	TIN	OTH
49326	@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣	OFF	TIN	IND
94558	@USER @USER @USER The SPLC have also listed Antifa and BLM as well soooo...	NOT	NULL	NULL
38533	"@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"", other reports say the Chinese Government has abducted her????   What the heck is going on????"""	OFF	UNT	NULL
15397	@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA URL	NOT	NULL	NULL
72883	@USER @USER @USER @USER @USER @USER Congratulations!	NOT	NULL	NULL
36375	@USER The war on free speech = ANTIFA URL	NOT	NULL	NULL
58113	50% of the refugees coming into Canada, for all the PMs handouts already have legal status in US, (therefore not refugees) but they still come and happily as the Liberals welcome them with Canadian... URL	NOT	NULL	NULL
32558	@USER Desperation! Abuse of my power cause he is losing his mind	OFF	TIN	OTH
94326	@USER #beaboutit anyone in California see how utterly defenseless their gun control agenda makes people? Bravery backed by effective tools prevents loss of life. Good on this guy! Be willing to win at any cost!	NOT	NULL	NULL
43832	@USER Gonna be a bitch to re-write this one.	OFF	TIN	IND
31483	@USER @USER @USER So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @USER @USER @USER #POTUS45 #Trump2020	NOT	NULL	NULL
86646	@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸	OFF	TIN	IND
85685	@USER @USER She should but probably can’t stay awake long enough to leave the country. Said she would move to New Zeland but I see she is still here. Too bad	NOT	NULL	NULL
74229	@USER You are in my top 3. Among the syndicate boss are @USER and @USER I'm sure the 3 of you are ready to retire happy knowing this. Lol. Been a fan since lgn&amp;f! We have all grown up.	NOT	NULL	NULL
10363	@USER @USER @USER @USER @USER Meme was circulated during times antifa rioted and the left either ignored or celebrated them and of course not fool.	NOT	NULL	NULL
44034	@USER @USER @USER @USER @USER Antifa- haha it’s not exactly a big movement but ok.	NOT	NULL	NULL
39683	@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL	NOT	NULL	NULL
36677	@USER @USER @USER @USER I think it’s a political impasse- Conservatives aren’t going to vote to force a GE and TM isn’t going to allow remain on the ballot paper ?	NOT	NULL	NULL
57843	".@USER The referendum wasn't about whether GDP goes up by 1% or down by 1%, it was about leaving political union and becoming an independent country! That is the issue that neither the Conservatives nor the Labour party wishes to address."" URL"	NOT	NULL	NULL
12018	@USER Just like gun control...Obozo is a conservatives greatest asset to win elections...when he talks we win!  #RedWave	NOT	NULL	NULL
83590	@USER @USER Maybe he is making amends before #OpenSelection passes at conference.	NOT	NULL	NULL
67476	@USER If they admitted they are lead by and  cater to sex criminals exclusively it would be harder to condemn liberals and leftists as degenerate deviant cultural marxists	NOT	NULL	NULL
35652	@USER I’m SO GLAD you left! You didn’t deserve that disrespect and it was in all likelihood just going to get worse. You deserve someone who’s PROUD of how smart and amazing you are. Someone who doesn’t want to dim your shine to make themselves feel better.	NOT	NULL	NULL
12223	@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS	OFF	TIN	GRP
29053	@USER Doomentio	NOT	NULL	NULL
49452	@USER She is fucking delusional	OFF	TIN	IND
56645	@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.	OFF	TIN	IND
22429	@USER He is such a good ad for conservatives	NOT	NULL	NULL
92803	@USER No we can’t be losing AB he is literally our whole offense	OFF	TIN	IND
30471	@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia	OFF	TIN	GRP
89521	@USER I am not an anime fan by any means but I do like her. She is a cutie	NOT	NULL	NULL
99444	@USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns.	NOT	NULL	NULL
93778	@USER You are an absolute dick 😡	OFF	TIN	IND
63063	@USER Well duh. That’s who he is. He defends other abusers so they’ll defend him.	NOT	NULL	NULL
65422	@USER @USER @USER Well then I guess it's totally fine to attack his character then. My mistake. I mean what right does an American who was the victim of gun violence have to call for stricter gun control laws anyway?	OFF	TIN	IND
